web_scraper_order,web_scraper_start_url,data,image
"1772174197-32","https://www.awwwards.com/websites/sites_of_the_day/","OCCUPY","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/693ecf1bd0365036754577.jpg"
"1772174197-33","https://www.awwwards.com/websites/sites_of_the_day/","Bécane Paris","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/694167cf0899f756469027.jpg"
"1772174197-34","https://www.awwwards.com/websites/sites_of_the_day/","Etienne Planeix","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/692ee9b9a7571013332242.jpg"
"1772174197-35","https://www.awwwards.com/websites/sites_of_the_day/","Weekend Max Mara Holiday Edit","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/6943c4006314d724745916.jpg"
"1772174197-36","https://www.awwwards.com/websites/sites_of_the_day/","Naked City Films","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/69430e63617b6983720441.png"
"1772174197-37","https://www.awwwards.com/websites/sites_of_the_day/","IRONHILL","https://assets.awwwards.com/awards/media/cache/thumb_880_660/submissions/2025/12/693bebabc0720678012749.jpg"
"1772174197-38","https://www.awwwards.com/websites/sites_of_the_day/","Bruno's Portfolio","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-39","https://www.awwwards.com/websites/sites_of_the_day/","Jesko Jets","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-40","https://www.awwwards.com/websites/sites_of_the_day/","Shopify Live Globe 2025","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-41","https://www.awwwards.com/websites/sites_of_the_day/","Midlife Engineering","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-42","https://www.awwwards.com/websites/sites_of_the_day/","Paper Tiger","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-43","https://www.awwwards.com/websites/sites_of_the_day/","Language Explorer","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-44","https://www.awwwards.com/websites/sites_of_the_day/","Breakthrough Energy","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-45","https://www.awwwards.com/websites/sites_of_the_day/","UNESCO Stolen Objects Museum","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-46","https://www.awwwards.com/websites/sites_of_the_day/","Lightship","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-47","https://www.awwwards.com/websites/sites_of_the_day/","Max Mara - Untamed Heroine","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-48","https://www.awwwards.com/websites/sites_of_the_day/","OGAKI","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-49","https://www.awwwards.com/websites/sites_of_the_day/","IntegratedBio","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-50","https://www.awwwards.com/websites/sites_of_the_day/","Estrela","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-51","https://www.awwwards.com/websites/sites_of_the_day/","Slush","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-52","https://www.awwwards.com/websites/sites_of_the_day/","Dime MTL","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-53","https://www.awwwards.com/websites/sites_of_the_day/","Prototype","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-54","https://www.awwwards.com/websites/sites_of_the_day/","Omega My Little Secret","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-55","https://www.awwwards.com/websites/sites_of_the_day/","Vogue Business | Archrival","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-56","https://www.awwwards.com/websites/sites_of_the_day/","The Pendragon Cycle","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-57","https://www.awwwards.com/websites/sites_of_the_day/","Find Your Love","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-58","https://www.awwwards.com/websites/sites_of_the_day/","Glenn Catteeuw - Portfolio","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-59","https://www.awwwards.com/websites/sites_of_the_day/","Sunday","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-60","https://www.awwwards.com/websites/sites_of_the_day/","Inversa","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-61","https://www.awwwards.com/websites/sites_of_the_day/","MindMarket","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
"1772174197-62","https://www.awwwards.com/websites/sites_of_the_day/","Superlocal Design Festival 25","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAMCAQAAADB7vUKAAAAEUlEQVR42mNkIAAYRxXQSwEAC5oADbo22BYAAAAASUVORK5CYII="
