web_scraper_order,web_scraper_start_url,title,image
"1772214569-28","https://dribbble.com/shots/popular/mobile","Fintech mobile app design","https://cdn.dribbble.com/userupload/46876551/file/still-4f411399680b2ae9155a2c34fbdd4674.png?format=webp&resize=1200x900&vertical=center"
"1772214569-29","https://dribbble.com/shots/popular/mobile","Kids Task & Reward App","https://cdn.dribbble.com/userupload/46886358/file/efd086fd7b7e0b3d30ca1653d8d414b9.webp?format=webp&resize=1200x900&vertical=center"
"1772214569-30","https://dribbble.com/shots/popular/mobile","Mobile App for Nutrition","https://cdn.dribbble.com/userupload/46879885/file/bbd52a89b26cc42c968c62633da244ef.png?format=webp&resize=1200x900&vertical=center"
"1772214569-31","https://dribbble.com/shots/popular/mobile","Quisine AI — Video-First Smart Cooking Mobile App UI UX Design","https://cdn.dribbble.com/userupload/46726293/file/ed15ec24dab0879d786aeb85570bd8a7.png?format=webp&resize=1200x900&vertical=center"
"1772214569-32","https://dribbble.com/shots/popular/mobile","Health Tracker & Telemedicine Mobile App","https://cdn.dribbble.com/userupload/46875937/file/dafad3186d713fbd9e60b528bab1627a.png?format=webp&resize=1200x900&vertical=center"
"1772214569-33","https://dribbble.com/shots/popular/mobile","SolarSync – Smart Energy Monitoring App","https://cdn.dribbble.com/userupload/46874581/file/60fce397f1425c606ff8c5fe9182a452.png?format=webp&resize=1200x900&vertical=center"
"1772214569-34","https://dribbble.com/shots/popular/mobile","Healthy Meal Tracker – Mobile App","https://cdn.dribbble.com/userupload/46869388/file/fd343a09d1fcf031055b2cef7d855adc.jpg?format=webp&resize=1200x900&vertical=center"
"1772214569-35","https://dribbble.com/shots/popular/mobile","Modern Islamic Knowledge & Quran Mobile App UI","https://cdn.dribbble.com/userupload/46877491/file/06ea8a3866dfd1237552e77ecfbd02cc.png?format=webp&resize=1200x900&vertical=center"
"1772214569-36","https://dribbble.com/shots/popular/mobile","Barber Shop App – Appointment Booking UI","https://cdn.dribbble.com/userupload/46875241/file/ac95d6b6e508c5dbd95955a555973304.png?format=webp&resize=1200x900&vertical=center"
"1772214569-37","https://dribbble.com/shots/popular/mobile","Football Live Streaming & Match Stats App ⚽🔥","https://cdn.dribbble.com/userupload/46874497/file/4ffcfe511c349f1ab796590211a5afc2.png?format=webp&resize=1200x900&vertical=center"
"1772214569-38","https://dribbble.com/shots/popular/mobile","travel & flight application mobile ui design","https://cdn.dribbble.com/userupload/46879072/file/ece591685db95eff71e25c3ba7860c20.webp?format=webp&resize=800x600&vertical=center"
"1772214569-39","https://dribbble.com/shots/popular/mobile","Mental Wellness Journaling App for Emotional Tracking","https://cdn.dribbble.com/userupload/46874997/file/6ecdcd50a56ccafb29b6d6767e47923b.png?format=webp&resize=800x600&vertical=center"
"1772214569-40","https://dribbble.com/shots/popular/mobile","Travel Mobile App Exploration","https://cdn.dribbble.com/userupload/46894403/file/f8c1f4e1aa1bef761a844017cfdc2a07.jpg?format=webp&resize=1200x900&vertical=center"
"1772214569-41","https://dribbble.com/shots/popular/mobile","Habit & Fitness Tracker App Design UIUX","https://cdn.dribbble.com/userupload/46878174/file/933ba5d6022ffe3223c0a78ef68501ce.jpg?format=webp&resize=1200x900&vertical=center"
"1772214569-42","https://dribbble.com/shots/popular/mobile","Product Hierarchy & Data Management","https://cdn.dribbble.com/userupload/46880309/file/2a4eff0c69606f989789aecdaf8275c9.png?format=webp&resize=1200x900&vertical=center"
"1772214569-43","https://dribbble.com/shots/popular/mobile","Helixes - Healthcare Management Dashboard App UI Kit","https://cdn.dribbble.com/userupload/46878745/file/a25e8ab318f9fce1d17e1a3879400ab0.png?format=webp&resize=1200x900&vertical=center"
"1772214569-44","https://dribbble.com/shots/popular/mobile","AI Monitoring Solar App Design","https://cdn.dribbble.com/userupload/46875311/file/fd435cc70ea3e37d21f62e14758582e0.png?format=webp&resize=1200x900&vertical=center"
"1772214569-45","https://dribbble.com/shots/popular/mobile","Drone Delivery Mobile App UI Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-46","https://dribbble.com/shots/popular/mobile","Helixes - Healthcare Management Dashboard App UI Kit","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-47","https://dribbble.com/shots/popular/mobile","Food Delivery Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-48","https://dribbble.com/shots/popular/mobile","Mental health app forums","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-49","https://dribbble.com/shots/popular/mobile","Greenbike Apps — Electric Bike E-Commerce","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-50","https://dribbble.com/shots/popular/mobile","Klip Task – Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-51","https://dribbble.com/shots/popular/mobile","Cartup E-Commerce – Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-52","https://dribbble.com/shots/popular/mobile","Drone Delivery Mobile App Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-53","https://dribbble.com/shots/popular/mobile","Plant Care Mobile App UI Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-54","https://dribbble.com/shots/popular/mobile","Stage - Leaderboard","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-55","https://dribbble.com/shots/popular/mobile","File Management Dashboard","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-56","https://dribbble.com/shots/popular/mobile","Stage - Telegram app","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-57","https://dribbble.com/shots/popular/mobile","Heart Health Monitoring App | Smart Cardiac Care","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-58","https://dribbble.com/shots/popular/mobile","Smart Home App UI","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-59","https://dribbble.com/shots/popular/mobile","Financial & Digital Wallet App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-60","https://dribbble.com/shots/popular/mobile","CleanEase — Professional Home Services Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-61","https://dribbble.com/shots/popular/mobile","✨ FairSpin: Premium Mobile Responsive Gaming UI","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-62","https://dribbble.com/shots/popular/mobile","Modern Fashion Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-63","https://dribbble.com/shots/popular/mobile","Money Management Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-64","https://dribbble.com/shots/popular/mobile","App Landing Page","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-65","https://dribbble.com/shots/popular/mobile","SpeakUp — AI-Powered English Learning App UI","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772214569-66","https://dribbble.com/shots/popular/mobile","Mobile App for Fintech","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
